dateTimeCalculatedAt;calculatedAt;workload;workload_raw;stress;stress_raw
"2024-05-07T08:12:40.427Z";1715069560427;1.4065;1.2729;1.6851;1.5785
"2024-05-07T08:12:40.68Z";1715069560680;1.401;1.236;1.6777;1.5993
"2024-05-07T08:12:40.877Z";1715069560877;1.3932;1.1751;1.6716;1.6644
"2024-05-07T08:12:41.132Z";1715069561132;1.3853;1.1724;1.666;1.6065
"2024-05-07T08:12:41.252Z";1715069561252;1.3764;1.1398;1.6603;1.6017
"2024-05-07T08:12:41.438Z";1715069561438;1.3688;1.1097;1.6537;1.5475
"2024-05-07T08:12:41.641Z";1715069561641;1.36;1.0849;1.6492;1.6576
"2024-05-07T08:12:41.893Z";1715069561893;1.3507;1.1111;1.6433;1.6357
"2024-05-07T08:12:42.024Z";1715069562024;1.3425;1.0351;1.6384;1.6838
"2024-05-07T08:12:42.194Z";1715069562194;1.3355;1.0851;1.6325;1.6284
"2024-05-07T08:12:42.437Z";1715069562437;1.3308;1.0857;1.627;1.6164
"2024-05-07T08:12:42.701Z";1715069562701;1.3266;1.1397;1.6235;1.7187
"2024-05-07T08:12:42.808Z";1715069562808;1.3208;1.0457;1.6193;1.6747
"2024-05-07T08:12:43.053Z";1715069563053;1.3166;1.0956;1.616;1.7134
"2024-05-07T08:12:43.185Z";1715069563185;1.3115;1.0741;1.6143;1.7249
"2024-05-07T08:12:43.477Z";1715069563477;1.3075;1.0751;1.6112;1.7158
"2024-05-07T08:12:43.674Z";1715069563674;1.3025;1.0459;1.6085;1.6669
"2024-05-07T08:12:43.791Z";1715069563791;1.297;0.9876;1.6064;1.6308
"2024-05-07T08:12:43.96Z";1715069563960;1.2921;0.9872;1.606;1.6704
"2024-05-07T08:12:44.125Z";1715069564125;1.2866;1.0115;1.6063;1.6888
"2024-05-07T08:12:44.324Z";1715069564324;1.2821;1.1598;1.6056;1.6251
"2024-05-07T08:12:44.496Z";1715069564496;1.2804;1.2412;1.6046;1.5802
"2024-05-07T08:12:44.757Z";1715069564757;1.2777;1.2013;1.6048;1.6031
"2024-05-07T08:12:44.938Z";1715069564938;1.2741;1.1751;1.6057;1.6565
"2024-05-07T08:12:45.132Z";1715069565132;1.2714;1.2046;1.6074;1.6517
"2024-05-07T08:12:45.535Z";1715069565535;1.2693;1.2628;1.6095;1.6371
"2024-05-07T08:12:45.834Z";1715069565834;1.2696;1.3353;1.6108;1.6282
"2024-05-07T08:12:45.91Z";1715069565910;1.2685;1.3321;1.6117;1.6103
"2024-05-07T08:12:46.105Z";1715069566105;1.266;1.2396;1.6125;1.5788
"2024-05-07T08:12:46.26Z";1715069566260;1.2633;1.169;1.6125;1.5018
"2024-05-07T08:12:46.512Z";1715069566512;1.2589;1.0222;1.6137;1.5006
"2024-05-07T08:12:46.632Z";1715069566632;1.2536;0.9906;1.6141;1.4519
"2024-05-07T08:12:46.833Z";1715069566833;1.2476;0.9601;1.6129;1.4466
"2024-05-07T08:12:47.07Z";1715069567070;1.2421;0.949;1.6108;1.3264
"2024-05-07T08:12:47.23Z";1715069567230;1.235;0.8837;1.607;1.3175
"2024-05-07T08:12:47.395Z";1715069567395;1.2274;0.7821;1.6042;1.3556
"2024-05-07T08:12:47.575Z";1715069567575;1.2187;0.7135;1.6016;1.3436
"2024-05-07T08:12:47.803Z";1715069567803;1.2099;0.6992;1.599;1.4214
"2024-05-07T08:12:48Z";1715069568000;1.2027;0.7584;1.5954;1.369
"2024-05-07T08:12:48.181Z";1715069568181;1.1953;0.7754;1.592;1.4271
"2024-05-07T08:12:48.38Z";1715069568380;1.1904;0.8666;1.5886;1.4768
"2024-05-07T08:12:48.584Z";1715069568584;1.1839;0.8303;1.5847;1.4627
"2024-05-07T08:12:48.803Z";1715069568803;1.1768;0.843;1.5813;1.4664
"2024-05-07T08:12:48.934Z";1715069568934;1.1708;0.9123;1.5771;1.4732
"2024-05-07T08:12:49.172Z";1715069569172;1.1656;0.9994;1.5732;1.4641
"2024-05-07T08:12:49.385Z";1715069569385;1.1618;1.0481;1.5688;1.4614
"2024-05-07T08:12:49.557Z";1715069569557;1.1575;1.0555;1.5647;1.4815
"2024-05-07T08:12:49.78Z";1715069569780;1.1526;1.0928;1.5611;1.4812
"2024-05-07T08:12:49.919Z";1715069569919;1.1474;1.0986;1.5567;1.4849
"2024-05-07T08:12:50.3Z";1715069570300;1.1421;1.1313;1.5523;1.4285
"2024-05-07T08:12:50.496Z";1715069570496;1.1366;1.0965;1.5484;1.4097
"2024-05-07T08:12:50.664Z";1715069570664;1.1319;1.1243;1.5456;1.4027
"2024-05-07T08:12:50.941Z";1715069570941;1.1287;1.1336;1.5432;1.4069
"2024-05-07T08:12:51.066Z";1715069571066;1.1232;1.0887;1.5416;1.4526
"2024-05-07T08:12:51.235Z";1715069571235;1.118;1.0778;1.54;1.39
"2024-05-07T08:12:51.458Z";1715069571458;1.1126;1.0632;1.5374;1.321
"2024-05-07T08:12:51.625Z";1715069571625;1.1074;1.1041;1.5357;1.3147
"2024-05-07T08:12:51.831Z";1715069571831;1.1035;1.1267;1.534;1.335
"2024-05-07T08:12:52.074Z";1715069572074;1.0998;1.0682;1.5331;1.3188
"2024-05-07T08:12:52.361Z";1715069572361;1.0973;1.0724;1.5311;1.2814
"2024-05-07T08:12:52.514Z";1715069572514;1.0954;1.0842;1.528;1.2978
"2024-05-07T08:12:52.637Z";1715069572637;1.0931;1.0577;1.5262;1.3589
"2024-05-07T08:12:52.78Z";1715069572780;1.0913;1.0741;1.5251;1.3713
"2024-05-07T08:12:52.969Z";1715069572969;1.0882;0.9835;1.5223;1.3168
"2024-05-07T08:12:53.284Z";1715069573284;1.0855;0.9963;1.5193;1.3495
"2024-05-07T08:12:53.34Z";1715069573340;1.0845;1.0703;1.5165;1.3476
"2024-05-07T08:12:53.581Z";1715069573581;1.082;0.9899;1.5134;1.3538
"2024-05-07T08:12:53.798Z";1715069573798;1.0797;1.0379;1.5114;1.3854
"2024-05-07T08:12:53.952Z";1715069573952;1.076;0.9908;1.5085;1.3926
"2024-05-07T08:12:54.138Z";1715069574138;1.0732;1.0974;1.5059;1.4134
"2024-05-07T08:12:54.352Z";1715069574352;1.0709;1.1038;1.5032;1.3936
"2024-05-07T08:12:54.518Z";1715069574518;1.0674;1.0338;1.4999;1.3683
"2024-05-07T08:12:54.739Z";1715069574739;1.0652;1.1047;1.4961;1.3234
"2024-05-07T08:12:55.078Z";1715069575078;1.0634;1.1527;1.4934;1.3665
"2024-05-07T08:12:55.265Z";1715069575265;1.0613;1.1655;1.4905;1.3781
"2024-05-07T08:12:55.496Z";1715069575496;1.0585;1.0603;1.4885;1.428
"2024-05-07T08:12:55.653Z";1715069575653;1.0574;1.1509;1.4848;1.3264
"2024-05-07T08:12:55.897Z";1715069575897;1.0573;1.168;1.4795;1.2619
"2024-05-07T08:12:56.139Z";1715069576139;1.0562;1.0882;1.4749;1.262
"2024-05-07T08:12:56.234Z";1715069576234;1.0543;1.0005;1.4703;1.26
"2024-05-07T08:12:56.432Z";1715069576432;1.0536;1.0583;1.4664;1.2534
"2024-05-07T08:12:56.64Z";1715069576640;1.0536;1.0859;1.4606;1.2184
"2024-05-07T08:12:56.796Z";1715069576796;1.0539;1.1305;1.4544;1.1777
"2024-05-07T08:12:57.033Z";1715069577033;1.0551;1.1268;1.4473;1.1479
"2024-05-07T08:12:57.251Z";1715069577251;1.0563;1.1746;1.4404;1.1122
"2024-05-07T08:12:57.418Z";1715069577418;1.0583;1.2376;1.4334;1.0872
"2024-05-07T08:12:57.609Z";1715069577609;1.0591;1.1977;1.4255;1.1304
"2024-05-07T08:12:57.797Z";1715069577797;1.062;1.2653;1.4181;1.1212
"2024-05-07T08:12:58.016Z";1715069578016;1.0646;1.29;1.4107;1.1579
"2024-05-07T08:12:58.178Z";1715069578178;1.0685;1.3636;1.4028;1.1298
"2024-05-07T08:12:58.409Z";1715069578409;1.0721;1.349;1.3949;1.1236
"2024-05-07T08:12:58.588Z";1715069578588;1.0768;1.3932;1.3876;1.1214
"2024-05-07T08:12:58.829Z";1715069578829;1.0822;1.3949;1.3814;1.1652
"2024-05-07T08:12:58.958Z";1715069578958;1.088;1.4204;1.3752;1.2068
"2024-05-07T08:12:59.157Z";1715069579157;1.0935;1.4281;1.3697;1.2732
"2024-05-07T08:12:59.35Z";1715069579350;1.0964;1.3761;1.3654;1.3031
"2024-05-07T08:12:59.54Z";1715069579540;1.0979;1.353;1.3611;1.2577
"2024-05-07T08:12:59.733Z";1715069579733;1.0997;1.3359;1.3565;1.2554
"2024-05-07T08:12:59.934Z";1715069579934;1.1018;1.3325;1.3507;1.2204
"2024-05-07T08:13:00.135Z";1715069580135;1.1016;1.1915;1.3455;1.2647
"2024-05-07T08:13:00.311Z";1715069580311;1.1008;1.2035;1.3411;1.3069
"2024-05-07T08:13:00.694Z";1715069580694;1.0996;1.244;1.3373;1.3441
"2024-05-07T08:13:00.906Z";1715069580906;1.098;1.2088;1.3338;1.3445
"2024-05-07T08:13:01.117Z";1715069581117;1.0966;1.1394;1.3296;1.2666
"2024-05-07T08:13:01.321Z";1715069581321;1.0971;1.2062;1.3262;1.2507
"2024-05-07T08:13:01.444Z";1715069581444;1.1002;1.2526;1.3232;1.2694
"2024-05-07T08:13:01.684Z";1715069581684;1.1034;1.2281;1.322;1.3609
"2024-05-07T08:13:01.862Z";1715069581862;1.109;1.3811;1.3217;1.4274
"2024-05-07T08:13:02.138Z";1715069582138;1.1111;NaN;1.3235;1.4637
"2024-05-07T08:13:02.275Z";1715069582275;1.1143;NaN;1.3253;1.453
"2024-05-07T08:13:02.422Z";1715069582422;1.1189;NaN;1.3249;NaN
"2024-05-07T08:13:02.669Z";1715069582669;1.1246;NaN;1.3247;NaN
"2024-05-07T08:13:02.796Z";1715069582796;1.1307;NaN;1.3233;NaN
"2024-05-07T08:13:03.011Z";1715069583011;1.1361;NaN;1.3227;NaN
"2024-05-07T08:13:03.194Z";1715069583194;1.1414;NaN;1.3212;NaN
"2024-05-07T08:13:03.388Z";1715069583388;1.1455;NaN;1.3189;NaN
"2024-05-07T08:13:03.681Z";1715069583681;1.1502;NaN;1.3168;NaN
"2024-05-07T08:13:03.771Z";1715069583771;1.155;NaN;1.3146;NaN
"2024-05-07T08:13:03.955Z";1715069583955;1.1588;NaN;1.3122;NaN
"2024-05-07T08:13:04.131Z";1715069584131;1.1613;NaN;1.3099;NaN
"2024-05-07T08:13:04.332Z";1715069584332;1.1631;NaN;1.3075;NaN
"2024-05-07T08:13:04.668Z";1715069584668;1.1649;NaN;1.3047;NaN
"2024-05-07T08:13:04.704Z";1715069584704;1.1661;NaN;1.3019;NaN
"2024-05-07T08:13:04.893Z";1715069584893;1.1672;NaN;1.2989;NaN
"2024-05-07T08:13:05.16Z";1715069585160;1.1678;NaN;1.2967;NaN
"2024-05-07T08:13:05.507Z";1715069585507;1.1691;NaN;1.2948;NaN
"2024-05-07T08:13:05.742Z";1715069585742;1.1699;NaN;1.2929;NaN
"2024-05-07T08:13:05.888Z";1715069585888;1.1705;NaN;1.2909;NaN
"2024-05-07T08:13:06.052Z";1715069586052;1.1721;NaN;1.2881;NaN
"2024-05-07T08:13:06.313Z";1715069586313;1.1738;NaN;1.2862;NaN
"2024-05-07T08:13:06.487Z";1715069586487;1.176;NaN;1.2856;NaN
"2024-05-07T08:13:06.637Z";1715069586637;1.1774;NaN;1.285;NaN
"2024-05-07T08:13:06.854Z";1715069586854;1.1784;NaN;1.284;NaN
"2024-05-07T08:13:07.078Z";1715069587078;1.1806;NaN;1.2834;NaN
"2024-05-07T08:13:07.254Z";1715069587254;1.1829;NaN;1.2834;NaN
"2024-05-07T08:13:07.425Z";1715069587425;1.185;NaN;1.2831;NaN
"2024-05-07T08:13:07.607Z";1715069587607;1.1878;NaN;1.2815;NaN
"2024-05-07T08:13:07.785Z";1715069587785;1.1903;NaN;1.2796;NaN
"2024-05-07T08:13:08.043Z";1715069588043;1.195;NaN;1.2788;NaN
"2024-05-07T08:13:08.166Z";1715069588166;1.1996;NaN;1.2772;NaN
"2024-05-07T08:13:08.49Z";1715069588490;1.2027;NaN;1.2756;NaN
"2024-05-07T08:13:08.579Z";1715069588579;1.2079;NaN;1.2738;NaN
"2024-05-07T08:13:08.728Z";1715069588728;1.2121;NaN;1.2712;NaN
"2024-05-07T08:13:08.984Z";1715069588984;1.2178;NaN;1.2682;NaN
"2024-05-07T08:13:09.137Z";1715069589137;1.221;NaN;1.2646;NaN
"2024-05-07T08:13:09.314Z";1715069589314;1.2241;NaN;1.2613;NaN
"2024-05-07T08:13:09.545Z";1715069589545;1.2294;NaN;1.2585;NaN
"2024-05-07T08:13:09.738Z";1715069589738;1.233;NaN;1.2567;NaN
"2024-05-07T08:13:09.931Z";1715069589931;1.2353;NaN;1.2536;NaN
"2024-05-07T08:13:10.303Z";1715069590303;1.2375;NaN;1.2501;NaN
"2024-05-07T08:13:10.461Z";1715069590461;1.243;NaN;1.2449;NaN
"2024-05-07T08:13:10.663Z";1715069590663;1.246;NaN;1.2424;NaN
"2024-05-07T08:13:10.854Z";1715069590854;1.2486;NaN;1.2418;NaN
"2024-05-07T08:13:11.21Z";1715069591210;1.2541;NaN;1.2411;NaN
"2024-05-07T08:13:11.286Z";1715069591286;1.2632;NaN;1.2405;NaN
"2024-05-07T08:13:11.413Z";1715069591413;1.2707;NaN;1.24;NaN
"2024-05-07T08:13:11.608Z";1715069591608;1.2779;NaN;1.2408;NaN
"2024-05-07T08:13:11.852Z";1715069591852;1.2838;NaN;1.2432;NaN
"2024-05-07T08:13:12.18Z";1715069592180;1.2903;NaN;1.2468;NaN
"2024-05-07T08:13:12.348Z";1715069592348;1.3348;2.2432;1.2915;2.2745
"2024-05-07T08:13:12.542Z";1715069592542;1.3691;2.0595;1.3368;2.2631
"2024-05-07T08:13:12.589Z";1715069592589;1.4019;1.9852;1.3803;2.2632
"2024-05-07T08:13:12.789Z";1715069592789;1.4263;1.8523;1.4247;2.274
"2024-05-07T08:13:13.037Z";1715069593037;1.4444;1.7246;1.466;2.2327
"2024-05-07T08:13:13.238Z";1715069593238;1.463;1.8082;1.5098;2.269
"2024-05-07T08:13:13.347Z";1715069593347;1.4757;1.6552;1.5499;2.167
"2024-05-07T08:13:13.564Z";1715069593564;1.4791;1.4736;1.5894;2.1461
"2024-05-07T08:13:13.892Z";1715069593892;1.4798;1.4118;1.6254;2.1029
"2024-05-07T08:13:13.976Z";1715069593976;1.479;1.4023;1.6593;2.0886
"2024-05-07T08:13:14.134Z";1715069594134;1.4749;1.3291;1.6924;2.1332
"2024-05-07T08:13:14.354Z";1715069594354;1.4731;1.3339;1.7238;2.1202
"2024-05-07T08:13:14.485Z";1715069594485;1.4705;1.2893;1.7601;2.2007
"2024-05-07T08:13:14.761Z";1715069594761;1.4675;1.264;1.7985;2.2525
"2024-05-07T08:13:15.077Z";1715069595077;1.4652;1.2785;1.8378;2.2425
"2024-05-07T08:13:15.422Z";1715069595422;1.4722;1.3578;1.877;2.2848
"2024-05-07T08:13:15.524Z";1715069595524;1.4788;1.3632;1.9148;2.2885
"2024-05-07T08:13:15.654Z";1715069595654;1.4865;1.4292;1.9504;2.2694
"2024-05-07T08:13:15.883Z";1715069595883;1.4997;1.5236;1.9889;2.3459
"2024-05-07T08:13:16.069Z";1715069596069;1.5174;1.5662;2.0308;2.3574
"2024-05-07T08:13:16.352Z";1715069596352;1.5341;1.6056;2.0719;2.3183
"2024-05-07T08:13:16.444Z";1715069596444;1.5494;1.6198;2.1098;2.2548
"2024-05-07T08:13:16.668Z";1715069596668;1.5705;1.7337;2.1413;2.1807
"2024-05-07T08:13:16.981Z";1715069596981;1.586;1.7531;2.1694;2.158
"2024-05-07T08:13:17.043Z";1715069597043;1.5911;1.7153;2.196;2.1557
"2024-05-07T08:13:17.268Z";1715069597268;1.5972;1.7501;2.2208;2.0979
"2024-05-07T08:13:17.424Z";1715069597424;1.6045;1.7941;2.2162;2.0946
"2024-05-07T08:13:17.567Z";1715069597567;1.6081;1.7049;2.2098;2.038
"2024-05-07T08:13:17.772Z";1715069597772;1.6059;1.5445;2.2034;2.024
"2024-05-07T08:13:18.004Z";1715069598004;1.6086;1.6877;2.1976;2.029
"2024-05-07T08:13:18.387Z";1715069598387;1.614;1.7733;2.1914;2.0065
"2024-05-07T08:13:18.491Z";1715069598491;1.6195;1.7913;2.1886;2.1011
"2024-05-07T08:13:18.58Z";1715069598580;1.6215;1.6868;2.1865;2.1189
"2024-05-07T08:13:18.741Z";1715069598741;1.6257;1.7637;2.1827;2.0594
"2024-05-07T08:13:18.927Z";1715069598927;1.6362;1.9926;2.1802;2.093
"2024-05-07T08:13:19.116Z";1715069599116;1.6505;2.1519;2.1786;2.1247
"2024-05-07T08:13:19.371Z";1715069599371;1.6643;2.1602;2.1773;2.1297
"2024-05-07T08:13:19.557Z";1715069599557;1.679;2.2242;2.1765;2.1478
"2024-05-07T08:13:19.894Z";1715069599894;1.6924;2.2004;2.1737;2.0671
"2024-05-07T08:13:20.093Z";1715069600093;1.7084;2.3315;2.1706;2.0477
"2024-05-07T08:13:20.287Z";1715069600287;1.7201;2.1893;2.168;2.0645
"2024-05-07T08:13:20.519Z";1715069600519;1.7303;2.1467;2.1622;1.9237
"2024-05-07T08:13:20.686Z";1715069600686;1.7389;2.1012;2.1554;1.8728
"2024-05-07T08:13:20.873Z";1715069600873;1.7444;1.9789;2.1484;1.8457
"2024-05-07T08:13:21.039Z";1715069601039;1.7454;1.7912;2.1416;1.8442
"2024-05-07T08:13:21.326Z";1715069601326;1.7452;1.7351;2.1347;1.822
"2024-05-07T08:13:21.439Z";1715069601439;1.743;1.6424;2.1271;1.7796
"2024-05-07T08:13:21.608Z";1715069601608;1.7394;1.5725;2.1174;1.6595
"2024-05-07T08:13:21.799Z";1715069601799;1.7308;1.3178;2.1094;1.7258
"2024-05-07T08:13:22.049Z";1715069602049;1.7222;1.3;2.1016;1.7189
"2024-05-07T08:13:22.192Z";1715069602192;1.7141;1.3106;2.0936;1.6961
"2024-05-07T08:13:22.431Z";1715069602431;1.7063;1.3089;2.0884;1.82
"2024-05-07T08:13:22.658Z";1715069602658;1.6997;1.3567;2.0817;1.7346
"2024-05-07T08:13:22.841Z";1715069602841;1.6951;1.4463;2.0744;1.6868
"2024-05-07T08:13:22.934Z";1715069602934;1.6899;1.4135;2.0652;1.5698
"2024-05-07T08:13:23.124Z";1715069603124;1.6862;1.4796;2.0565;1.5756
"2024-05-07T08:13:23.448Z";1715069603448;1.6831;1.51;2.0492;1.6388
"2024-05-07T08:13:23.53Z";1715069603530;1.682;1.6209;2.0426;1.6677
"2024-05-07T08:13:23.764Z";1715069603764;1.6819;1.6724;2.0342;1.5501
"2024-05-07T08:13:23.917Z";1715069603917;1.6821;1.6943;2.0253;1.4997
"2024-05-07T08:13:24.119Z";1715069604119;1.6828;1.7254;2.0174;1.5427
"2024-05-07T08:13:24.316Z";1715069604316;1.6825;1.6671;2.0094;1.5205
"2024-05-07T08:13:24.714Z";1715069604714;1.6814;1.6144;2.0024;1.5709
"2024-05-07T08:13:24.898Z";1715069604898;1.6801;1.5989;1.9959;1.5863
"2024-05-07T08:13:25.118Z";1715069605118;1.6804;1.6967;1.9902;1.6241
"2024-05-07T08:13:25.288Z";1715069605288;1.6792;1.6023;1.9843;1.6013
"2024-05-07T08:13:25.477Z";1715069605477;1.6773;1.5508;1.9778;1.5479
"2024-05-07T08:13:25.63Z";1715069605630;1.675;1.5223;1.9713;1.5384
"2024-05-07T08:13:25.976Z";1715069605976;1.6709;1.3895;1.9658;1.5922
"2024-05-07T08:13:26.065Z";1715069606065;1.6682;1.4839;1.9613;1.6479
"2024-05-07T08:13:26.236Z";1715069606236;1.6644;1.3955;1.9555;1.5488
"2024-05-07T08:13:26.444Z";1715069606444;1.6607;1.3994;1.9498;1.5448
"2024-05-07T08:13:26.662Z";1715069606662;1.6566;1.3639;1.9444;1.5568
"2024-05-07T08:13:26.838Z";1715069606838;1.6519;1.3087;1.9406;1.6618
"2024-05-07T08:13:27.013Z";1715069607013;1.6453;1.1563;1.9373;1.6961
"2024-05-07T08:13:27.204Z";1715069607204;1.6304;1.1251;1.9303;1.7476
"2024-05-07T08:13:27.357Z";1715069607357;1.6185;1.1667;1.9241;1.7995
"2024-05-07T08:13:27.565Z";1715069607565;1.6088;1.2601;1.9189;1.8695
"2024-05-07T08:13:27.774Z";1715069607774;1.5992;1.1308;1.9137;1.8856
"2024-05-07T08:13:27.947Z";1715069607947;1.5911;1.113;1.9098;1.9386
"2024-05-07T08:13:28.153Z";1715069608153;1.5817;1.1058;1.9067;2.0409
"2024-05-07T08:13:28.315Z";1715069608315;1.576;1.2314;1.9053;2.0603
"2024-05-07T08:13:28.576Z";1715069608576;1.5737;1.2979;1.9035;2.0122
"2024-05-07T08:13:28.728Z";1715069608728;1.572;1.2867;1.902;1.9903
"2024-05-07T08:13:28.915Z";1715069608915;1.5701;1.258;1.9003;1.9627
"2024-05-07T08:13:29.164Z";1715069609164;1.5696;1.2904;1.898;1.961
"2024-05-07T08:13:29.505Z";1715069609505;1.5684;1.2459;1.8962;1.9794
"2024-05-07T08:13:29.702Z";1715069609702;1.567;1.1834;1.8919;1.8827
"2024-05-07T08:13:29.864Z";1715069609864;1.5663;1.2107;1.8859;1.8003
"2024-05-07T08:13:30.102Z";1715069610102;1.5654;1.2142;1.879;1.7276
"2024-05-07T08:13:30.337Z";1715069610337;1.5644;1.2823;1.8719;1.7483
"2024-05-07T08:13:30.444Z";1715069610444;1.5614;1.1353;1.8646;1.7452
"2024-05-07T08:13:30.665Z";1715069610665;1.5553;0.9755;1.8577;1.7472
"2024-05-07T08:13:30.837Z";1715069610837;1.5486;1.0181;1.8495;1.7302
"2024-05-07T08:13:31.022Z";1715069611022;1.5424;1.098;1.8411;1.7281
"2024-05-07T08:13:31.218Z";1715069611218;1.537;1.2022;1.8334;1.7457
"2024-05-07T08:13:31.385Z";1715069611385;1.5309;1.1618;1.8261;1.7072
"2024-05-07T08:13:31.604Z";1715069611604;1.5243;1.2423;1.8204;1.7501
"2024-05-07T08:13:31.761Z";1715069611761;1.5157;1.1064;1.8155;1.7923
"2024-05-07T08:13:32.018Z";1715069612018;1.5089;1.2046;1.8114;1.8459
"2024-05-07T08:13:32.192Z";1715069612192;1.5027;1.2886;1.8078;1.8283
"2024-05-07T08:13:32.351Z";1715069612351;1.4973;1.3885;1.8038;1.7968
"2024-05-07T08:13:32.581Z";1715069612581;1.4935;1.4152;1.8008;1.8135
"2024-05-07T08:13:32.762Z";1715069612762;1.4913;1.3841;1.7978;1.7978
"2024-05-07T08:13:32.929Z";1715069612929;1.4864;1.3172;1.7945;1.7836
"2024-05-07T08:13:33.218Z";1715069613218;1.4795;1.2545;1.7918;1.7987
"2024-05-07T08:13:33.35Z";1715069613350;1.4714;1.1836;1.7871;1.7527
"2024-05-07T08:13:33.6Z";1715069613600;1.4673;1.3802;1.7824;1.7607
"2024-05-07T08:13:33.778Z";1715069613778;1.463;1.4436;1.7784;1.7597
"2024-05-07T08:13:33.938Z";1715069613938;1.4546;1.3641;1.7738;1.7497
"2024-05-07T08:13:34.293Z";1715069614293;1.4434;1.3122;1.7693;1.7882
"2024-05-07T08:13:34.584Z";1715069614584;1.4315;1.2656;1.7648;1.7929
"2024-05-07T08:13:34.695Z";1715069614695;1.4206;1.404;1.7605;1.8222
"2024-05-07T08:13:34.849Z";1715069614849;1.4098;1.3933;1.7583;1.9079
"2024-05-07T08:13:35.094Z";1715069615094;1.3979;1.4374;1.7579;2.0129
"2024-05-07T08:13:35.311Z";1715069615311;1.3881;1.4535;1.7583;2.0929
"2024-05-07T08:13:35.435Z";1715069615435;1.3797;1.5179;1.7615;2.1649
"2024-05-07T08:13:35.619Z";1715069615619;1.3718;1.5095;1.7653;2.1624
"2024-05-07T08:13:35.972Z";1715069615972;1.3652;1.4865;1.77;2.195
"2024-05-07T08:13:36.058Z";1715069616058;1.3611;1.4811;1.7753;2.2462
"2024-05-07T08:13:36.184Z";1715069616184;1.3577;1.4817;1.7803;2.1901
"2024-05-07T08:13:36.425Z";1715069616425;1.3558;1.4967;1.7871;2.2954
"2024-05-07T08:13:36.605Z";1715069616605;1.3534;1.3915;1.7955;2.2842
"2024-05-07T08:13:36.958Z";1715069616958;1.3542;1.3828;1.8022;2.2287
"2024-05-07T08:13:37.022Z";1715069617022;1.3555;1.394;1.8084;2.1855
"2024-05-07T08:13:37.185Z";1715069617185;1.3563;1.3738;1.8133;2.0666
"2024-05-07T08:13:37.464Z";1715069617464;1.3563;1.3048;1.8163;2.0415
"2024-05-07T08:13:37.546Z";1715069617546;1.3546;1.2283;1.8206;2.0622
"2024-05-07T08:13:37.725Z";1715069617725;1.3517;1.2307;1.8254;2.0457
"2024-05-07T08:13:37.929Z";1715069617929;1.3484;1.167;1.8309;1.9824
"2024-05-07T08:13:38.179Z";1715069618179;1.3435;1.1079;1.8359;1.9517
"2024-05-07T08:13:38.351Z";1715069618351;1.3379;1.0911;1.8396;1.911
"2024-05-07T08:13:38.588Z";1715069618588;1.3307;1.0859;1.8427;1.9012
"2024-05-07T08:13:38.741Z";1715069618741;1.322;1.0174;1.8466;1.8456
"2024-05-07T08:13:39.089Z";1715069619089;1.3135;1.0531;1.8494;1.7058
"2024-05-07T08:13:39.249Z";1715069619249;1.3045;1.056;1.8525;1.7765
"2024-05-07T08:13:39.596Z";1715069619596;1.2961;1.0321;1.8564;1.8127
"2024-05-07T08:13:39.656Z";1715069619656;1.288;1.0124;1.8591;1.7754
"2024-05-07T08:13:39.872Z";1715069619872;1.2806;1.0426;1.8606;1.6959
"2024-05-07T08:13:40.073Z";1715069620073;1.2728;1.1068;1.8613;1.6767
"2024-05-07T08:13:40.259Z";1715069620259;1.2666;1.1421;1.862;1.6553
"2024-05-07T08:13:40.508Z";1715069620508;1.2606;1.1017;1.863;1.6256
"2024-05-07T08:13:40.632Z";1715069620632;1.2547;1.0808;1.8632;1.5502
"2024-05-07T08:13:40.817Z";1715069620817;1.2512;1.1217;1.863;1.579
"2024-05-07T08:13:41.094Z";1715069621094;1.246;1.0977;1.8631;1.65
"2024-05-07T08:13:41.242Z";1715069621242;1.2411;1.028;1.8639;1.6141
"2024-05-07T08:13:41.482Z";1715069621482;1.236;1.0145;1.8646;1.5923
"2024-05-07T08:13:41.597Z";1715069621597;1.2318;1.0522;1.8644;1.5454
"2024-05-07T08:13:41.762Z";1715069621762;1.2293;1.1161;1.8633;1.5812
"2024-05-07T08:13:41.99Z";1715069621990;1.2285;1.1004;1.862;1.5966
"2024-05-07T08:13:42.257Z";1715069622257;1.2279;1.0765;1.8599;1.5886
"2024-05-07T08:13:42.434Z";1715069622434;1.2273;1.1233;1.8573;1.6063
"2024-05-07T08:13:42.56Z";1715069622560;1.2265;1.2023;1.8528;1.5329
"2024-05-07T08:13:42.714Z";1715069622714;1.2273;1.1858;1.8483;1.5446
"2024-05-07T08:13:42.946Z";1715069622946;1.2284;1.2024;1.8425;1.5037
"2024-05-07T08:13:43.259Z";1715069623259;1.2308;1.2831;1.8352;1.4944
"2024-05-07T08:13:43.307Z";1715069623307;1.2314;1.2738;1.8276;1.49
"2024-05-07T08:13:43.532Z";1715069623532;1.2322;1.3578;1.8205;1.483
"2024-05-07T08:13:43.966Z";1715069623966;1.2333;1.3719;1.8144;1.5325
"2024-05-07T08:13:44.071Z";1715069624071;1.2352;1.396;1.8085;1.5177
"2024-05-07T08:13:44.312Z";1715069624312;1.2364;1.3856;1.8023;1.4982
"2024-05-07T08:13:44.44Z";1715069624440;1.2379;1.3555;1.7967;1.5569
"2024-05-07T08:13:44.681Z";1715069624681;1.2395;1.3021;1.7931;1.6112
